epoch,g_loss,d_loss,time_sec
53,0.036386695,0.0034426672,58.91026449203491
54,0.03583382,0.002776992,59.008522033691406
55,0.035856295,0.002213256,59.12495017051697
56,0.035826772,0.0022674643,59.37076425552368
57,0.03589633,0.00068158994,58.83989858627319
58,0.03562676,0.0031459844,58.8348274230957
59,0.035976555,0.0024754754,58.90007019042969
60,0.03816356,0.0010772081,59.062668323516846
61,0.0373623,0.00335123,58.89140319824219
62,0.036506664,0.00289867,58.93604063987732
63,0.037019715,0.0007852544,58.82112216949463
64,0.038147338,0.003892543,58.88856840133667
65,0.03699657,0.0024473409,58.97422957420349
66,0.03733403,0.0007955138,58.85539722442627
67,0.036056705,0.0031596494,58.78941226005554
68,0.03748223,0.0018421618,58.84317135810852
69,0.03913128,0.0009530047,58.79351305961609
70,0.03770883,0.0021169514,58.82273745536804
71,0.037106495,0.0004643413,58.71186423301697
72,0.038841207,0.0022003565,59.13562273979187
73,0.03730595,0.0006562596,59.16124892234802
74,0.038018007,0.001616444,58.85218596458435
75,0.039064128,0.0026197261,59.085002422332764
76,0.041571412,0.0030603653,59.22646713256836
77,0.037959877,0.0031190738,59.13736033439636
78,0.038994625,0.0015114233,58.956032037734985
79,0.03737028,0.00043125343,59.23100471496582
80,0.038491484,0.002656912,59.03740453720093
81,0.04181054,0.004309623,59.09777069091797
82,0.039777756,0.00094590225,58.85726714134216
83,0.038560264,0.002678543,59.22499108314514
84,0.037955943,0.000525116,58.719438791275024
85,0.03857426,0.00019510959,58.93173670768738
86,0.038720388,0.003308124,58.95429539680481
87,0.037784025,0.0009560297,58.953001260757446
88,0.038180653,0.00015263104,58.899139165878296
89,0.03763415,0.0016369191,59.19081234931946
90,0.04057086,0.0031803634,59.91845941543579
91,0.040296018,0.0021136724,59.59197664260864
92,0.038153324,0.00071685744,58.939021825790405
93,0.038959555,0.0044458057,58.97109317779541
94,0.03836764,0.003272367,58.715654611587524
95,0.03628608,0.0005238824,58.76210021972656
96,0.03858094,0.0031412097,58.91719150543213
97,0.036464572,0.001105783,59.08092451095581
98,0.038954604,0.0011098458,58.96472930908203
99,0.04044648,0.004187741,58.89629006385803
100,0.038660396,0.0020846645,58.69382691383362
101,0.03807091,0.0004964208,58.83086156845093
102,0.038979124,0.003306721,59.2309308052063
103,0.03759055,0.00111022,59.02511668205261
104,0.03914053,0.0006531349,58.90208864212036
105,0.03931775,0.0015914864,58.9880530834198
106,0.039639276,0.0017778727,58.865299224853516
107,0.04163044,0.0024689357,59.01153755187988
108,0.041851725,0.0026631812,59.08855748176575
109,0.038375236,0.00043135398,58.89963245391846
110,0.040857688,0.0009021959,58.96062636375427
111,0.03922053,0.0021419195,58.89202547073364
112,0.03656285,0.0005789117,59.23192882537842
113,0.0378406,0.00095438777,59.284218311309814
114,0.039462164,0.003508808,59.594295501708984
115,0.03829233,0.00060402375,59.13809561729431
116,0.04185749,0.0051733926,58.959577322006226
117,0.037462033,0.0014342079,58.74725151062012
118,0.039049063,0.00088051957,58.84638237953186
119,0.038781706,0.0026395065,61.09632468223572
120,0.040631555,0.0010399845,60.35793876647949
121,0.038659688,0.0017265375,59.707257986068726
122,0.0382497,0.0007598908,59.70799493789673
123,0.04073968,0.004573796,59.73938488960266
124,0.039816562,0.0028719588,59.55408573150635
125,0.038109876,0.00075292704,59.79361534118652
126,0.038730495,0.00023799637,60.28892183303833
127,0.039332073,0.0001326269,60.404847383499146
128,0.04304711,0.0036047131,60.22486996650696
129,0.04508394,0.0024137683,60.227158069610596
130,0.042774603,0.0018588145,59.31968402862549
131,0.038480237,0.00076298916,59.79871964454651
132,0.040529527,0.00050594064,60.00833439826965
133,0.041391123,0.0010299328,58.903528928756714
134,0.04226067,0.000577043,59.97108793258667
135,0.042099163,0.0015885464,60.344815492630005
136,0.04332678,0.002600039,59.67667007446289
137,0.040271845,0.0016157357,59.30225849151611
138,0.04000804,0.0015157999,59.483471155166626
139,0.040397193,0.00043150687,58.933837890625
140,0.043848015,0.0022190074,59.140201568603516
141,0.04026994,0.0007471934,59.41463351249695
142,0.041310146,0.0021264704,58.76537322998047
143,0.040697396,0.0010181145,59.32102870941162
144,0.040379353,0.0009360912,58.94800400733948
145,0.038927313,0.00060755183,59.04732084274292
146,0.04209224,0.0028584525,58.85934519767761
147,0.04055749,0.0014367831,58.92508125305176
148,0.0391083,0.0016983876,59.027093172073364
149,0.03950498,0.00028029413,59.24053955078125
150,0.03954691,0.00046169895,59.254260540008545
