accuracy,loss,val_accuracy,val_loss,epoch
0.9485714435577393,0.14823473989963531,0.7318055629730225,0.7658624649047852,1
0.9447619318962097,0.18972811102867126,0.5022222399711609,4.862752914428711,2
0.95291668176651,0.1655489057302475,0.8112499713897705,0.4234202802181244,3
0.9397618770599365,0.20808683335781097,0.7363888621330261,0.5566415190696716,4
0.9488095045089722,0.17772246897220612,0.5027777552604675,7.226085662841797,5
0.9450595378875732,0.1851528286933899,0.8223611116409302,0.3590325117111206,6
0.9549999833106995,0.16453664004802704,0.5004166960716248,2.309152841567993,7
0.9491666555404663,0.18629090487957,0.5195833444595337,2.617912769317627,8
0.9325000047683716,0.2184767872095108,0.8447222113609314,0.4100794494152069,9
0.9399404525756836,0.20809108018875122,0.644444465637207,2.2914505004882812,10
0.9405952095985413,0.18234968185424805,0.5219444632530212,2.893223524093628,11
0.9497023820877075,0.17860935628414154,0.5661110877990723,0.8799103498458862,12
0.8934524059295654,0.27969837188720703,0.5868055820465088,1.0737565755844116,13
0.9266666769981384,0.2439987063407898,0.7683333158493042,0.3906887173652649,14
0.944940447807312,0.2011612504720688,0.824999988079071,0.3218679428100586,15
0.9589880704879761,0.14636585116386414,0.6827777624130249,0.43100935220718384,16
0.9585118889808655,0.12724588811397552,0.5840277671813965,0.536459743976593,17
0.959940493106842,0.1096998080611229,0.6986111402511597,0.40681663155555725,18
0.9642857313156128,0.08573998510837555,0.7148610949516296,0.40518537163734436,19
0.9675595164299011,0.07977762818336487,0.824305534362793,0.31416866183280945,20
